2.180000000000000000e+05 2.315324732503815097e-02
2.180020010005002550e+05 -1.006052406454909301e-02
2.180040020010005101e+05 1.111833125881978891e-02
2.180060030015007360e+05 -6.434415488849137138e-03
2.180080040020009910e+05 3.486010911085706768e-03
2.180100050025012461e+05 -9.189432051924599151e-03
2.180120060030015011e+05 1.906360910540790075e-03
2.180140070035017561e+05 -1.015910736590128378e-02
2.180160080040020111e+05 -2.041554286471258112e-02
2.180180090045022371e+05 -2.789800007289444054e-03
2.180200100050024921e+05 -1.001430714873477890e-03
2.180220110055027471e+05 2.031252818788979730e-02
2.180240120060030022e+05 -1.386553735777935024e-02
2.180260130065032572e+05 6.047530708098832787e-03
2.180280140070035122e+05 5.975573734060161480e-04
2.180300150075037382e+05 8.187860996954890100e-05
2.180320160080039932e+05 1.107211637110301801e-02
2.180340170085042482e+05 1.751929682767797841e-02
2.180360180090045033e+05 1.030450397744945255e-02
2.180380190095047583e+05 2.232723453235776752e-04
2.180400200100050133e+05 -6.105347351471044660e-03
2.180420210105052392e+05 9.923787928761912749e-03
2.180440220110054943e+05 8.573799656320627190e-04
2.180460230115057493e+05 5.595917953120501526e-03
2.180480240120060043e+05 1.441027594828151424e-02
2.180500250125062594e+05 -3.228574334444849099e-03
2.180520260130065144e+05 -1.377068034857539119e-02
2.180540270135067403e+05 4.110579772537912603e-03
2.180560280140069954e+05 2.223909662471709389e-02
2.180580290145072504e+05 -1.086548170587328666e-04
2.180600300150075054e+05 3.820353039400844336e-02
2.180620310155077605e+05 4.784766782099695963e-03
2.180640320160080155e+05 -6.377219744069801376e-03
2.180660330165082414e+05 -8.016449079528017996e-03
2.180680340170084964e+05 -8.446095256113943239e-03
2.180700350175087515e+05 -7.714846377946531740e-03
2.180720360180090065e+05 1.244260952459466457e-04
2.180740370185092615e+05 2.920669396709240305e-04
2.180760380190095166e+05 7.676726986859353820e-03
2.180780390195097425e+05 -6.431199130085059768e-04
2.180800400200099975e+05 -5.685266548310836422e-03
2.180820410205102526e+05 4.501090389408656488e-03
2.180840420210105076e+05 5.414389629898855652e-03
2.180860430215107626e+05 -3.144858434590107332e-03
2.180880440220110177e+05 9.974458483405988785e-02
2.180900450225112436e+05 4.082397800844438374e-01
2.180920460230114986e+05 4.045261740988251864e-01
2.180940470235117537e+05 5.105310069483567914e-02
2.180960480240120087e+05 -4.928424892578870016e-03
2.180980490245122637e+05 -1.336260535296109173e-04
2.181000500250125187e+05 2.994270065040484981e-04
2.181020510255127447e+05 -5.298406782928184603e-04
2.181040520260129997e+05 1.333316946784821738e-02
2.181060530265132547e+05 3.724934406655353580e-01
2.181080540270135098e+05 9.177406742132702133e-01
2.181100550275137648e+05 3.679133827131902401e-01
2.181120560280140198e+05 1.161079640268416514e-02
2.181140570285142458e+05 -1.911590875571250736e-02
2.181160580290145008e+05 1.254511931921718868e-03
2.181180590295147558e+05 8.177198276232306232e-03
2.181200600300150109e+05 5.463065107090460219e-03
2.181220610305152659e+05 6.410693371967956730e-03
2.181240620310155209e+05 2.709484380246972024e-01
2.181260630315157468e+05 8.490718196028249620e-01
2.181280640320160019e+05 7.006117092077637221e-01
2.181300650325162569e+05 6.171879528376501139e-02
2.181320660330165119e+05 1.913520884169873579e-02
2.181340670335167670e+05 2.741934097033839422e-03
2.181360680340170220e+05 -4.555588878633316449e-03
2.181380690345172479e+05 -1.581661692519250977e-03
2.181400700350175030e+05 1.025098492984157818e-02
2.181420710355177580e+05 3.999371059198198256e-03
2.181440720360180130e+05 2.286244225289749479e-02
2.181460730365182681e+05 8.288753556189168772e-03
2.181480740370185231e+05 -4.417671759617497126e-03
2.181500750375187490e+05 7.051599684796350243e-03
2.181520760380190040e+05 5.248537052741621134e-03
2.181540770385192591e+05 -1.313105649478284870e-02
2.181560780390195141e+05 3.598362369868246622e-03
2.181580790395197691e+05 -5.193367851555679218e-03
2.181600800400200242e+05 1.855761311825686599e-01
2.181620810405202501e+05 5.277587342653468072e-01
2.181640820410205051e+05 3.025427059526714646e-01
2.181660830415207602e+05 3.712688515642229015e-02
2.181680840420210152e+05 1.107721349298578829e-02
2.181700850425212702e+05 2.244758954713244395e-02
2.181720860430215253e+05 3.539259402227407786e-02
2.181740870435217512e+05 1.702375580708863356e-02
2.181760880440220062e+05 -1.162981685250369466e-04
2.181780890445222612e+05 6.218889139073599873e-03
2.181800900450225163e+05 1.103783078318493031e-02
2.181820910455227713e+05 -1.430882086795456573e-02
2.181840920460229972e+05 9.310620471990589328e-03
2.181860930465232523e+05 1.392544210647258217e-03
2.181880940470235073e+05 1.460601174177607320e-02
2.181900950475237623e+05 1.526251381493046698e-02
2.181920960480240174e+05 2.558530366720424692e-03
2.181940970485242724e+05 7.503382522459885531e-04
2.181960980490244983e+05 1.693393743135203008e-02
2.181980990495247534e+05 1.860670300595245602e-02
2.182001000500250084e+05 4.259964580448515406e-03
2.182021010505252634e+05 -9.459177388743342241e-03
2.182041020510255184e+05 -3.827831257930677865e-04
2.182061030515257735e+05 6.462766011975629686e-04
2.182081040520259994e+05 -1.251703398460982629e-02
2.182101050525262544e+05 -1.209416032609369682e-03
2.182121060530265095e+05 2.067527310726794548e-02
2.182141070535267645e+05 -6.966845006013066936e-03
